2.2310 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
47.4234 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
49.3608 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001548BCCAFD0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001548ECF8F70>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
49.3609 	EXP 	window1: mouseVisible = True
49.3611 	EXP 	window1: mouseVisible = False
49.3611 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
49.3612 	EXP 	window1: recordFrameIntervals = False
49.5260 	EXP 	window1: recordFrameIntervals = True
49.7096 	EXP 	Screen (0) actual frame rate measured at 60.06Hz
49.7097 	EXP 	window1: recordFrameIntervals = False
52.2473 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
52.2555 	EXP 	window1: mouseVisible = True
52.4022 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=['Familiar', 'Unfamiliar'], lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.3]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
52.4030 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
52.5247 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='Click to Submit', units='height', win=Window(...), wrapWidth=1)
52.5250 	EXP 	window1: mouseVisible = True
52.5354 	EXP 	Imported study_words.xlsx as conditions, 15 conditions, 1 params
52.5378 	EXP 	Created sequence: random, trialTypes=15, nReps=1, seed=None
52.5381 	EXP 	New trial (rep=0, index=0): {'study_word': 'vase'}
52.5777 	EXP 	slider: autoLog = True
52.5777 	EXP 	slider: markerPos = None
52.5777 	EXP 	slider: styleTweaks = []
52.5777 	EXP 	slider: styleTweaks = []
52.5777 	EXP 	slider: styleTweaks = []
52.5777 	EXP 	slider: styleTweaks = []
52.5777 	EXP 	slider: contrast = 1.0
52.5777 	EXP 	slider: autoLog = True
52.5777 	EXP 	textbox: autoLog = True
52.5777 	EXP 	text: height = 0.05
52.5777 	EXP 	text: height = 0.05
52.5777 	EXP 	text: height = 0.05
52.5777 	EXP 	text: text = 'vase'
52.5777 	EXP 	slider: markerPos = None
52.5777 	EXP 	slider: markerPos = None
52.5777 	EXP 	text: autoDraw = True
52.5777 	EXP 	slider: autoDraw = True
55.5703 	DATA 	Mouse: Left button down, pos=(416,211)
55.5936 	EXP 	slider: markerPos = 0.9851851851851854
55.6090 	EXP 	slider: markerPos = 0.9851851851851854
55.6256 	EXP 	slider: markerPos = 0.9851851851851854
55.6422 	EXP 	slider: markerPos = 0.9851851851851854
55.6589 	EXP 	slider: markerPos = 0.9851851851851854
55.6755 	EXP 	slider: markerPos = 0.9851851851851854
55.6921 	EXP 	slider: markerPos = 0.9851851851851854
55.7088 	EXP 	slider: markerPos = 0.9851851851851854
55.7253 	EXP 	slider: markerPos = 0.9851851851851854
55.7419 	EXP 	slider: markerPos = 0.9851851851851854
55.7585 	EXP 	slider: markerPos = 0.9851851851851854
55.7751 	EXP 	slider: markerPos = 0.9851851851851854
55.7919 	EXP 	slider: markerPos = 0.9851851851851854
55.8016 	DATA 	Mouse:  Left button up, pos=(416,211)
55.8084 	EXP 	slider: markerPos = 0.9851851851851854
55.8252 	EXP 	slider: markerPos = 1
55.8319 	EXP 	New trial (rep=0, index=1): {'study_word': 'piano'}
55.8551 	EXP 	text: autoDraw = False
55.8551 	EXP 	slider: autoDraw = False
55.8551 	EXP 	text: height = 0.05
55.8551 	EXP 	text: height = 0.05
55.8551 	EXP 	text: height = 0.05
55.8551 	EXP 	text: text = 'piano'
55.8551 	EXP 	slider: markerPos = None
55.8551 	EXP 	slider: markerPos = None
55.8551 	EXP 	text: autoDraw = True
55.8551 	EXP 	slider: autoDraw = True
57.1309 	DATA 	Mouse: Left button down, pos=(948,216)
57.1547 	EXP 	slider: markerPos = 2.9555555555555557
57.1713 	EXP 	slider: markerPos = 2.9555555555555557
57.1879 	EXP 	slider: markerPos = 2.9555555555555557
57.2046 	EXP 	slider: markerPos = 2.9555555555555557
57.2215 	EXP 	slider: markerPos = 2.9555555555555557
57.2380 	EXP 	slider: markerPos = 2.9555555555555557
57.2545 	EXP 	slider: markerPos = 2.9555555555555557
57.2713 	EXP 	slider: markerPos = 2.9555555555555557
57.2875 	EXP 	slider: markerPos = 2.9555555555555557
57.3045 	EXP 	slider: markerPos = 2.9555555555555557
57.3214 	EXP 	slider: markerPos = 2.9555555555555557
57.3375 	EXP 	slider: markerPos = 2.9555555555555557
57.3542 	EXP 	slider: markerPos = 2.9555555555555557
57.3556 	DATA 	Mouse:  Left button up, pos=(948,216)
57.3709 	EXP 	slider: markerPos = 2.9555555555555557
57.3729 	EXP 	New trial (rep=0, index=2): {'study_word': 'learn'}
57.3899 	EXP 	text: autoDraw = False
57.3899 	EXP 	slider: autoDraw = False
57.3899 	EXP 	text: height = 0.05
57.3899 	EXP 	text: height = 0.05
57.3899 	EXP 	text: height = 0.05
57.3899 	EXP 	text: text = 'learn'
57.3899 	EXP 	slider: markerPos = None
57.3899 	EXP 	slider: markerPos = None
57.3899 	EXP 	text: autoDraw = True
57.3899 	EXP 	slider: autoDraw = True
58.9020 	DATA 	Mouse: Left button down, pos=(1228,218)
58.9168 	EXP 	slider: markerPos = 3.9925925925925925
58.9333 	EXP 	slider: markerPos = 3.9925925925925925
58.9500 	EXP 	slider: markerPos = 3.9925925925925925
58.9664 	EXP 	slider: markerPos = 3.9925925925925925
58.9831 	EXP 	slider: markerPos = 3.9925925925925925
58.9997 	EXP 	slider: markerPos = 3.9925925925925925
59.0164 	EXP 	slider: markerPos = 3.9925925925925925
59.0330 	EXP 	slider: markerPos = 3.9925925925925925
59.0495 	EXP 	slider: markerPos = 3.9925925925925925
59.0664 	EXP 	slider: markerPos = 3.9925925925925925
59.0829 	EXP 	slider: markerPos = 3.9925925925925925
59.0996 	EXP 	slider: markerPos = 3.9925925925925925
59.1161 	EXP 	slider: markerPos = 3.9925925925925925
